,batterName,Run_Value
391,Headley,-6.989770328772523
982,"Young, C",-7.09129129750372
748,Robinson,-7.104842128004134
755,"Rodriguez, Ro",-7.152021466241838
738,Richard,-7.152978681763171
149,"Castro, J",-7.185427043401073
566,"McCann, B",-7.247735904552786
591,Mikolas,-7.290426257376425
751,"Rodriguez, D",-7.313033545474385
197,"Cuevas, N",-7.321033112368802
835,Smolinski,-7.363140910046989
86,Blach,-7.36600325965731
294,Freitas,-7.408437168261075
634,Nido,-7.446039172945852
51,Bailey,-7.456911622812723
517,Longoria,-7.508322312979908
677,"Perez, H",-7.508829286467838
40,Arrieta,-7.544443804102791
897,Tocci,-7.5535039553897745
84,Bird,-7.574574109279767
396,Hellickson,-7.6506250339369135
187,Cowart,-7.701203294800885
394,Hechavarria,-7.702161508123338
758,Romano,-7.766674738951874
270,"Flaherty, J",-7.783696834390034
118,Buehler,-7.8220583012649705
334,Gomes,-7.839766289083184
474,Kiermaier,-7.849037821438604
909,Tucker,-7.906415087428722
273,Flores,-7.917571647719095
109,Briceno,-7.934835264490277
90,Blandino,-7.988727960740385
955,Wheeler,-7.989699112371275
43,Asuaje,-8.070189268405283
547,"Marrero, D",-8.127758856921742
862,Strasburg,-8.151003084883225
181,Corbin,-8.177112779635099
46,Avila,-8.191702445173757
965,"Wilson, B",-8.198973947284635
587,Mercer,-8.29082422836326
407,"Hernandez, T",-8.309371766530733
605,Montgomery,-8.343356937454333
524,Lucchesi,-8.386237795368885
215,DeShields,-8.455283409352605
22,Altherr,-8.46276868243206
28,"Anderson, T",-8.488848255074785
157,Chacin,-8.509209045989174
881,Syndergaard,-8.532621526132637
961,"Williams, M",-8.554847498834016
32,Andrus,-8.601693762808265
536,Mahtook,-8.662830679062354
392,Healy,-8.713584302604048
632,Newman,-8.76714439284295
242,Duvall,-8.780282269895874
695,Pivetta,-8.830775785204077
388,Harrison,-8.95534689551151
773,Rua,-9.015873227494595
533,Maeda,-9.040958608633819
951,Weaver,-9.041317439864336
790,"Sanchez, Y",-9.080736154877687
785,"Sanchez, A",-9.113442736589985
963,"Williams, T",-9.229807031805207
27,"Anderson, Ch",-9.24307081787425
230,Dixon,-9.434624001172374
417,"Hill, R",-9.466473465509493
125,Buxton,-9.471752940023867
146,"Castillo, L",-9.48287952495717
5,"Adams, M",-9.591629706075127
130,"Calhoun, K",-9.62828153427453
528,Luplow,-9.69597578268484
653,Orlando,-9.696771893631526
720,Ray,-9.760299908676728
265,Field,-9.813383657640351
449,"Jones, A",-9.871903607428694
803,Schoop,-9.88888740328017
356,"Gray, J",-9.9148791619317
488,Kratz,-10.036316272395773
973,"Wood, A",-10.16805490880692
631,Newcomb,-10.172322935627708
905,Travis,-10.207108258344908
245,Eflin,-10.20974993137027
188,Cozart,-10.320680558224257
2,Adames,-10.321164164190346
395,Hedges,-10.360748695334033
914,Urena,-10.380155565466751
981,Young Jr.,-10.413017586467758
442,Jankowski,-10.48292558766957
676,"Perez, C",-10.522336836328098
190,Crawford,-10.565368949313278
539,Maldonado,-10.64324913232248
880,Swihart,-10.724626051728928
329,Godley,-10.734120252248989
690,Pillar,-10.81718809244598
342,"Gonzalez, G",-10.878453402589072
667,"Pena, F",-11.065228481273154
311,"Garcia, G",-11.277137629170223
389,Harvey,-11.426634440624433
637,Nola,-11.492833927642172
869,"Suarez, A",-11.50248456800286
657,Owings,-11.587632535617987
207,"Davis, J",-11.653454990756586
506,Lester,-11.732009902108857
612,Morrison,-11.829219722468267
279,Foltynewicz,-11.922270989213326
331,Goins,-12.089497725753606
840,Sogard,-12.153771186565884
89,"Blanco, G",-12.270272028308447
55,Barnhart,-12.293422966193502
883,Taillon,-12.40940200309446
271,"Flaherty, R",-12.457556683358868
484,Knapp,-12.482931252331337
66,Beckham,-12.617920350699178
410,"Herrera, R",-12.671574281762398
679,"Perez, R",-12.674087789553543
691,Pina,-12.726351033533488
18,Almonte,-12.735061745698852
421,Holaday,-12.75432036113038
712,Quintana,-12.794302207471334
422,"Holland, D",-12.977045064024987
821,Shuck,-13.025294115922328
243,"Dyson, J",-13.137862184231567
808,"Seager, K",-13.176651400564031
475,Kiner-Falefa,-13.181887655204077
621,"Murphy, JR",-13.196617194012315
199,Cuthbert,-13.277684164754907
19,Almora Jr.,-13.383636125013917
289,Freeland,-13.527134895299486
398,Hendricks,-13.5486527609292
660,Panik,-13.634082161541397
558,Mathis,-13.639769533393276
439,"Jackson, A",-13.831049826137642
762,"Romine, An",-13.978992229037143
541,Mancini,-14.029287103747297
734,"Reyes, V",-14.116825705869179
53,"Barnes, A",-14.344082926222374
282,Forsythe,-14.477669513567347
478,Kinsler,-14.541308899930607
895,Thompson,-14.932719024200724
229,Difo,-15.021047784423876
133,Candelario,-15.045066345426415
919,Valaika,-15.192930484811779
732,"Reyes, J",-15.29435078462998
641,Nova,-15.296467206353272
209,"Davis, R",-15.726492835135216
680,"Perez, S",-15.792983949797552
642,"Nunez, E",-15.944039470293061
29,"Anderson, Ti",-15.98225650694653
453,"Joseph, Ca",-16.037761534109276
757,Rojas,-16.039812533290053
405,"Hernandez, G",-16.04245436298384
744,"Rivera, Y",-16.126396534871656
17,"Allen, G",-16.326258725437643
525,Lucroy,-16.447673134906942
693,Pirela,-16.48210419598981
234,"Dozier, H",-16.533005694573777
871,Sucre,-16.69643452553185
920,Valbuena,-16.891185278841423
813,"Severino, P",-17.28851675467317
283,Fowler,-18.263610289061923
988,Zunino,-18.718541843152114
556,"Martinez, V",-18.851501207513216
335,Gomez,-19.843348947215112
768,"Rosario, A",-20.324624971210056
254,"Escobar, A",-20.420280191483783
926,Vazquez,-20.94249735150295
841,Solarte,-21.076070538732598
111,Brinson,-21.32007322997732
890,"Taylor, M",-21.728288939945873
38,"Arcia, O",-21.73933238481854
476,Kingery,-22.048008657223267
378,Hamilton,-22.09166200750396
822,Sierra,-22.26521331251458
206,"Davis, C",-22.488662689385656
348,"Gordon, D",-24.440022180383615
565,McCann,-24.483902035520895
505,Leon,-24.60031684958914
250,Engel,-25.448471189823408
450,"Jones, J",-27.244452423350747
