,away,home,home_team,away_team,time
20180324_184557,7,3,Carolina Hurricanes,Edmonton Oilers,20180324_184557
20180323_051540,7,2,Ottawa Senators,Florida Panthers,20180323_051540
20200717_194532,4,4,Detroit Red Wings,Philadelphia Flyers,20200717_194532
20180324_174600,3,4,Tampa Bay Lightning,Toronto Maple Leafs,20180324_174600
20180323_070402,1,2,Winnipeg Jets,Los Angeles Kings,20180323_070402
20180324_174603,5,1,Chicago Blackhawks,Colorado Avalanche,20180324_174603
20180324_140426,1,4,Vegas Golden Knights,Vancouver Canucks,20180324_140426
20180324_210432,2,6,San Jose Sharks,New Jersey Devils,20180324_210432
20180325_211550,4,1,Buffalo Sabres,Arizona Coyotes,20180325_211550
20180325_220409,3,5,Pittsburgh Penguins,Montréal Canadiens,20180325_220409
20180325_223419,1,2,St. Louis Blues,Boston Bruins,20180325_223419
20180325_081557,4,0,Calgary Flames,Anaheim Ducks,20180325_081557
20180326_150414,7,6,New York Islanders,Tampa Bay Lightning,20180326_150414
20180325_171535,3,4,Philadelphia Flyers,New York Rangers,20180325_171535
20180326_143418,5,6,Carolina Hurricanes,Arizona Coyotes,20180326_143418
20180326_233423,0,4,Columbus Blue Jackets,Florida Panthers,20180326_233423
20180326_134606,6,2,Ottawa Senators,Edmonton Oilers,20180326_134606
20180325_010434,1,0,Detroit Red Wings,Washington Capitals,20180325_010434
20180326_233428,5,2,Nashville Predators,Toronto Maple Leafs,20180326_233428
20200717_194540,5,2,Chicago Blackhawks,Vancouver Canucks,20200717_194540
20180326_213641,7,1,Colorado Avalanche,Los Angeles Kings,20180326_213641
20180326_004614,1,2,San Jose Sharks,Vegas Golden Knights,20180326_004614
20180327_160415,3,0,Buffalo Sabres,Montréal Canadiens,20180327_160415
20180327_141557,4,3,Pittsburgh Penguins,New Jersey Devils,20180327_141557
20180327_211601,1,4,St. Louis Blues,Vancouver Canucks,20180327_211601
20180327_153419,2,3,Winnipeg Jets,Anaheim Ducks,20180327_153419
20180327_033433,3,2,Dallas Stars,Boston Bruins,20180327_033433
20180327_010353,1,1,Colorado Avalanche,Vegas Golden Knights,20180327_010353
20180328_150407,1,5,San Jose Sharks,Calgary Flames,20180328_150407
20180328_083410,3,4,Toronto Maple Leafs,Detroit Red Wings,20180328_083410
20180326_181527,6,4,Montréal Canadiens,Washington Capitals,20180326_181527
20180328_193417,5,2,Ottawa Senators,Carolina Hurricanes,20180328_193417
20180328_091603,2,4,Florida Panthers,Arizona Coyotes,20180328_091603
20180328_000419,1,2,New Jersey Devils,Tampa Bay Lightning,20180328_000419
20180327_153405,3,1,New York Islanders,Chicago Blackhawks,20180327_153405
20180328_060430,1,5,New York Rangers,Buffalo Sabres,20180328_060430
20180328_063434,2,1,Columbus Blue Jackets,St. Louis Blues,20180328_063434
20180327_230411,1,4,Minnesota Wild,Nashville Predators,20180327_230411
20180326_124540,2,3,Edmonton Oilers,Los Angeles Kings,20180326_124540
20180328_210357,4,5,Pittsburgh Penguins,Philadelphia Flyers,20180328_210357
20180327_101523,4,1,Dallas Stars,Vancouver Canucks,20180327_101523
20180327_183343,4,4,Winnipeg Jets,Nashville Predators,20180327_183343
20180329_153427,2,1,Minnesota Wild,Boston Bruins,20180329_153427
20180326_191602,5,4,Edmonton Oilers,Anaheim Ducks,20180326_191602
20180328_054521,3,2,Toronto Maple Leafs,Buffalo Sabres,20180328_054521
20180327_065845,3,0,New York Islanders,Florida Panthers,20180327_065845
20180329_143401,4,2,New York Rangers,Washington Capitals,20180329_143401
20180328_193342,1,4,Carolina Hurricanes,Ottawa Senators,20180328_193342
20180327_122554,2,4,Montréal Canadiens,Detroit Red Wings,20180327_122554
20180327_063141,4,1,Tampa Bay Lightning,Arizona Coyotes,20180327_063141
20180327_152416,3,3,Chicago Blackhawks,San Jose Sharks,20180327_152416
20180327_174600,1,4,Vegas Golden Knights,Colorado Avalanche,20180327_174600
20180328_143353,0,3,Los Angeles Kings,Calgary Flames,20180328_143353
20180328_192546,3,4,New Jersey Devils,Carolina Hurricanes,20180328_192546
20180328_174405,4,3,Ottawa Senators,New York Islanders,20180328_174405
20180328_094406,2,5,Detroit Red Wings,Pittsburgh Penguins,20180328_094406
20180328_180410,2,3,St. Louis Blues,San Jose Sharks,20180328_180410
20180328_160411,1,1,Nashville Predators,Minnesota Wild,20180328_160411
20180330_154539,4,4,Winnipeg Jets,Boston Bruins,20180330_154539
20180330_163357,2,3,Dallas Stars,Philadelphia Flyers,20180330_163357
20180328_193418,7,3,Edmonton Oilers,Columbus Blue Jackets,20180328_193418
20180330_223401,1,4,Vancouver Canucks,Anaheim Ducks,20180330_223401
20180330_223339,3,4,Toronto Maple Leafs,Florida Panthers,20180330_223339
20180329_143404,2,3,Washington Capitals,New York Rangers,20180329_143404
20180329_043728,2,1,Colorado Avalanche,Philadelphia Flyers,20180329_043728
20180329_044806,3,2,Vegas Golden Knights,Arizona Coyotes,20180329_044806
20180330_200404,2,4,Boston Bruins,Tampa Bay Lightning,20180330_200404
20180331_150341,6,3,Buffalo Sabres,Detroit Red Wings,20180331_150341
20180330_020113,4,3,New Jersey Devils,Pittsburgh Penguins,20180330_020113
20180330_221554,2,3,Ottawa Senators,Florida Panthers,20180330_221554
20180330_030506,3,5,Nashville Predators,San Jose Sharks,20180330_030506
20180402_203423,2,5,Minnesota Wild,Dallas Stars,20180402_203423
20180402_221609,2,6,Chicago Blackhawks,Winnipeg Jets,20180402_221609
20180401_123408,5,1,Calgary Flames,Columbus Blue Jackets,20180401_123408
20180330_222421,1,2,Vancouver Canucks,Edmonton Oilers,20180330_222421
20180330_052149,2,4,Los Angeles Kings,Arizona Coyotes,20180330_052149
20180331_015507,5,4,New York Islanders,Toronto Maple Leafs,20180331_015507
20180331_021146,7,3,New York Rangers,Tampa Bay Lightning,20180331_021146
20180331_020448,4,1,Washington Capitals,Carolina Hurricanes,20180331_020448
20180402_221551,0,5,Colorado Avalanche,Chicago Blackhawks,20180402_221551
20180331_045441,1,2,Anaheim Ducks,Los Angeles Kings,20180331_045441
20180402_151552,3,4,Vegas Golden Knights,St. Louis Blues,20180402_151552
20180331_200208,1,5,Boston Bruins,Florida Panthers,20180331_200208
20180331_204929,0,2,Detroit Red Wings,Ottawa Senators,20180331_204929
20180404_140405,4,5,Vancouver Canucks,Columbus Blue Jackets,20180404_140405
20180401_020907,3,1,Toronto Maple Leafs,Winnipeg Jets,20180401_020907
20180401_020429,3,4,New Jersey Devils,New York Islanders,20180401_020429
20180403_174540,2,5,Pittsburgh Penguins,Montréal Canadiens,20180403_174540
20180401_014833,2,1,Carolina Hurricanes,New York Rangers,20180401_014833
20180401_123419,7,4,Nashville Predators,Buffalo Sabres,20180401_123419
20180402_203354,1,4,Dallas Stars,Minnesota Wild,20180402_203354
20180402_151537,0,6,Arizona Coyotes,St. Louis Blues,20180402_151537
20180404_153420,2,3,Calgary Flames,Edmonton Oilers,20180404_153420
20180404_181600,2,3,Vegas Golden Knights,San Jose Sharks,20180404_181600
20180402_171548,3,4,Philadelphia Flyers,Boston Bruins,20180402_171548
20180402_004141,4,1,Tampa Bay Lightning,Nashville Predators,20180402_004141
20180403_174524,2,1,Montréal Canadiens,New Jersey Devils,20180403_174524
20180402_024143,3,1,Pittsburgh Penguins,Washington Capitals,20180402_024143
20180402_040405,3,4,Anaheim Ducks,Colorado Avalanche,20180402_040405
20180406_191545,2,5,Toronto Maple Leafs,Buffalo Sabres,20180406_191545
20180406_220405,6,5,Ottawa Senators,Winnipeg Jets,20180406_220405
20180403_023129,2,3,Florida Panthers,Carolina Hurricanes,20180403_023129
20180403_160410,4,2,St. Louis Blues,Washington Capitals,20180403_160410
20180406_194548,0,3,Minnesota Wild,Edmonton Oilers,20180406_194548
20180406_234550,1,3,Los Angeles Kings,Colorado Avalanche,20180406_234550
20180407_224550,2,5,New Jersey Devils,New York Rangers,20180407_224550
20180404_015811,4,5,New York Islanders,Philadelphia Flyers,20180404_015811
20180404_140409,4,5,Columbus Blue Jackets,Detroit Red Wings,20180404_140409
20180407_200418,5,4,Montréal Canadiens,Winnipeg Jets,20180407_200418
20180406_180352,0,4,Tampa Bay Lightning,Boston Bruins,20180406_180352
20180404_025518,1,2,Florida Panthers,Nashville Predators,20180404_025518
20180404_035238,4,1,Calgary Flames,Arizona Coyotes,20180404_035238
20180407_063426,4,4,Vancouver Canucks,Vegas Golden Knights,20180407_063426
20180404_181421,4,2,San Jose Sharks,Dallas Stars,20180404_181421
20180408_175917,4,2,Buffalo Sabres,Ottawa Senators,20180408_175917
20180408_152920,4,3,St. Louis Blues,Chicago Blackhawks,20180408_152920
20180408_172920,1,3,Anaheim Ducks,Minnesota Wild,20180408_172920
20180406_014524,1,2,New Jersey Devils,Toronto Maple Leafs,20180406_014524
20180408_155856,1,2,New York Islanders,New York Rangers,20180408_155856
20180408_155859,3,4,Philadelphia Flyers,Carolina Hurricanes,20180408_155859
20180406_051428,4,3,Washington Capitals,Nashville Predators,20180406_051428
20180409_142929,5,4,Columbus Blue Jackets,Pittsburgh Penguins,20180409_142929
20180409_222930,4,3,Detroit Red Wings,Montréal Canadiens,20180409_222930
20180406_175419,2,3,Florida Panthers,Boston Bruins,20180406_175419
20180409_235933,1,2,Winnipeg Jets,Calgary Flames,20180409_235933
20180409_212933,3,4,Edmonton Oilers,Vegas Golden Knights,20180409_212933
20180409_205939,3,4,Vancouver Canucks,Arizona Coyotes,20180409_205939
20180409_232940,4,5,Los Angeles Kings,Minnesota Wild,20180409_232940
20180409_125935,2,4,San Jose Sharks,Colorado Avalanche,20180409_125935
20180410_155916,0,4,Pittsburgh Penguins,Ottawa Senators,20180410_155916
20180408_175849,5,7,Tampa Bay Lightning,Buffalo Sabres,20180408_175849
20180409_212916,4,1,Chicago Blackhawks,St. Louis Blues,20180409_212916
20180410_202924,3,5,Anaheim Ducks,Dallas Stars,20180410_202924
20180408_200846,0,5,Philadelphia Flyers,New York Rangers,20180408_200846
20180411_174841,2,5,Boston Bruins,Ottawa Senators,20180411_174841
20180409_222852,2,4,Toronto Maple Leafs,Montréal Canadiens,20180409_222852
20180409_215854,4,3,Detroit Red Wings,New York Islanders,20180409_215854
20180409_142855,3,4,Florida Panthers,Buffalo Sabres,20180409_142855
20180411_174850,3,5,Washington Capitals,New Jersey Devils,20180411_174850
20180408_200859,2,3,Carolina Hurricanes,Tampa Bay Lightning,20180408_200859
20180411_075850,1,4,Winnipeg Jets,Chicago Blackhawks,20180411_075850
20180409_142902,2,4,Nashville Predators,Columbus Blue Jackets,20180409_142902
20180409_215908,2,5,Colorado Avalanche,St. Louis Blues,20180409_215908
20180410_202907,3,0,Arizona Coyotes,Anaheim Ducks,20180410_202907
20180410_145907,1,7,Calgary Flames,Vegas Golden Knights,20180410_145907
20180411_035911,2,2,Edmonton Oilers,Vancouver Canucks,20180411_035911
20180411_165913,4,2,Los Angeles Kings,Dallas Stars,20180411_165913
