,Player,Player_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
112,piazzmi01,Mike Piazza,0.0,0.225,0.435,0.405,0.41,0.46,0.485,0.555,0.56,0.56,0.535,0.535,0.535,0.54,0.54,0.535,,,,,,,,,
113,puckeki01,Kirby Puckett,0.015,0.13,0.43,0.435,0.435,0.455,0.48,0.55,0.57,0.56,0.56,0.56,,,,,,,,,,,,,
114,raineti01,Tim Raines,0.0,0.0,0.125,0.4,0.405,0.405,0.44,0.46,0.46,0.455,0.45,0.5,0.515,0.515,0.515,0.505,0.505,0.5,0.5,0.495,0.535,0.545,,,
115,reesepe01,Pee Wee Reese,0.0,0.1,0.39,0.425,0.425,0.425,0.43,0.445,0.475,0.475,0.485,0.485,0.485,0.49,0.49,0.49,,,,,,,,,
116,riceji01,Jim Rice,0.0,0.0,0.155,0.43,0.425,0.465,0.475,0.48,0.495,0.57,0.525,0.525,0.54,0.54,0.54,0.54,,,,,,,,,
117,ricesa01,Sam Rice,0.0,0.0,0.12,0.125,0.255,0.405,0.415,0.405,0.415,0.42,0.435,0.445,0.435,0.435,0.425,0.445,0.445,0.435,0.435,0.435,,,,,
118,ripkeca01,Cal Ripken Jr.,0.0,0.145,0.41,0.435,0.43,0.445,0.485,0.5,0.515,0.52,0.54,0.54,0.55,0.56,0.555,0.58,0.58,0.58,0.575,0.575,0.575,,,,
119,rizzuph01,Phil Rizzuto,0.17,0.405,0.405,0.425,0.425,0.425,0.44,0.44,0.455,0.455,0.455,0.455,0.455,,,,,,,,,,,,
120,robinbr01,Brooks Robinson,0.0,0.0,0.0,0.0,0.0,0.14,0.285,0.41,0.44,0.445,0.46,0.46,0.46,0.475,0.475,0.5,0.505,0.505,0.505,0.505,0.505,0.515,0.515,,
121,robinfr02,Frank Robinson,0.205,0.44,0.44,0.43,0.43,0.535,0.58,0.53,0.56,0.57,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.63,0.655,0.67,0.67,,,,
122,robinja02,Jackie Robinson,0.045,0.345,0.42,0.48,0.52,0.555,0.56,0.565,0.565,0.565,,,,,,,,,,,,,,,
123,rodriiv01,Iván Rodríguez,0.0,0.0,0.115,0.23,0.41,0.43,0.43,0.44,0.445,0.46,0.46,0.455,0.465,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.515,,,,
124,roushed01,Edd Roush,0.0,0.0,0.17,0.4,0.4,0.4,0.4,0.4,0.405,0.435,0.435,0.435,0.435,0.44,0.43,0.43,,,,,,,,,
125,ruthba01,Babe Ruth,0.0,0.0,0.0,0.11,0.4,0.42,0.435,0.54,0.57,0.675,0.65,0.65,0.66,0.66,0.655,0.66,0.655,0.66,0.655,0.65,0.655,0.65,,,
126,sandbry01,Ryne Sandberg,0.0,0.185,0.43,0.435,0.42,0.405,0.415,0.465,0.49,0.53,0.515,0.515,0.525,0.51,0.51,,,,,,,,,,
127,santoro01,Ron Santo,0.0,0.045,0.035,0.41,0.41,0.42,0.48,0.535,0.595,0.6,0.6,0.6,0.6,0.6,0.595,,,,,,,,,,
128,schalra01,Ray Schalk,0.0,0.0,0.165,0.4,0.405,0.415,0.405,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,,,,,,,
129,schmimi01,Mike Schmidt,0.0,0.005,0.44,0.445,0.45,0.49,0.53,0.58,0.59,0.615,0.615,0.615,0.61,0.61,0.61,0.62,0.64,0.635,,,,,,,
130,schoere01,Red Schoendienst,0.0,0.03,0.1,0.13,0.27,0.41,0.415,0.41,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,,,,,,,,
131,seweljo01,Joe Sewell,0.0,0.195,0.32,0.41,0.41,0.41,0.455,0.475,0.46,0.445,0.445,0.445,0.445,0.445,,,,,,,,,,,
132,simmoal01,Al Simmons,0.0,0.285,0.41,0.41,0.41,0.455,0.55,0.6,0.605,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.595,0.59,0.59,0.615,,,,,
133,simmote01,Ted Simmons,0.0,0.0,0.0,0.0,0.245,0.405,0.4,0.4,0.4,0.42,0.45,0.45,0.465,0.465,0.465,0.465,0.47,0.47,0.465,0.495,0.495,,,,
134,sislege01,George Sisler,0.0,0.145,0.415,0.415,0.44,0.54,0.595,0.615,0.61,0.595,0.595,0.59,0.585,0.575,0.575,,,,,,,,,,
135,slaugen01,Enos Slaughter,0.0,0.195,0.41,0.39,0.395,0.405,0.405,0.445,0.48,0.48,0.485,0.505,0.505,0.5,0.495,0.495,0.5,0.5,0.495,,,,,,
136,smithoz01,Ozzie Smith,0.0,0.11,0.395,0.395,0.395,0.425,0.425,0.44,0.445,0.44,0.45,0.45,0.45,0.455,0.455,0.455,0.455,0.455,0.465,,,,,,
137,snidedu01,Duke Snider,0.0,0.0,0.185,0.42,0.41,0.39,0.395,0.49,0.545,0.56,0.575,0.57,0.57,0.6,0.6,0.6,0.6,0.6,,,,,,,
138,speaktr01,Tris Speaker,0.0,0.005,0.2,0.42,0.42,0.425,0.485,0.61,0.675,0.665,0.665,0.675,0.665,0.66,0.66,0.665,0.665,0.675,0.67,0.665,0.665,0.66,,,
139,stargwi01,Willie Stargell,0.0,0.0,0.0,0.105,0.33,0.405,0.405,0.405,0.405,0.42,0.445,0.475,0.455,0.455,0.46,0.46,0.465,0.48,0.48,0.495,0.495,,,,
140,terrybi01,Bill Terry,0.0,0.0,0.0,0.015,0.275,0.39,0.405,0.415,0.42,0.515,0.515,0.49,0.49,0.49,,,,,,,,,,,
141,thomafr04,Frank Thomas,0.0,0.355,0.425,0.425,0.53,0.52,0.605,0.655,0.65,0.65,0.655,0.655,0.655,0.635,0.635,0.6,0.595,0.595,0.59,,,,,,
142,thomeji01,Jim Thome,0.0,0.0,0.0,0.015,0.325,0.42,0.415,0.41,0.445,0.445,0.485,0.525,0.515,0.505,0.505,0.515,0.525,0.545,0.55,0.545,0.58,0.565,,,
143,thompsa01,Sam Thompson,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,
144,tinkejo01,Joe Tinker,0.015,0.175,0.385,0.43,0.43,0.415,0.435,0.45,0.455,0.445,0.445,0.44,0.44,,,,,,,,,,,,
145,trammal01,Alan Trammell,0.0,0.0,0.0,0.255,0.41,0.415,0.405,0.415,0.415,0.435,0.505,0.465,0.465,0.465,0.465,0.465,0.465,0.465,0.475,0.475,,,,,
146,traynpi01,Pie Traynor,0.0,0.0,0.0,0.065,0.195,0.425,0.41,0.41,0.39,0.4,0.39,0.39,0.39,0.39,0.39,0.4,0.4,,,,,,,,
